case_id;line_id;from;to;time
534;3;Рассмотрение заказчиком;Отклонен;21.51261003702522
535;1;Новый;Рассмотрение заказчиком;30.19330648928822
535;2;Рассмотрение заказчиком;Оценка кандидата;211.4037582735514
535;3;Оценка кандидата;Отклонен;711.3680167443534
536;1;Новый;Рассмотрение рекрутером;358.528567711539
536;2;Рассмотрение рекрутером;Планирование интервью;3.757482236649974
536;3;Планирование интервью;Отклонен;454.1289216383209
537;1;Новый;Рассмотрение заказчиком;392.7478027234982
537;2;Рассмотрение заказчиком;Интервью;516.5692421510885
537;3;Интервью;Интервью;1.963153351029303
537;4;Интервью;Планирование интервью;0.6876997928270789
537;5;Планирование интервью;Отклонен;16.50464385201713
538;1;Новый;Рассмотрение рекрутером;334.8353175231494
538;2;Рассмотрение рекрутером;Оценка кандидата;2.860335703831216
538;3;Оценка кандидата;Отклонен;197.9556592248076
539;1;Новый;Рассмотрение заказчиком;151.280632445253
539;2;Рассмотрение заказчиком;Отклонен;43.14182508180239
540;1;Новый;Рассмотрение заказчиком;336.4713155793763
540;2;Рассмотрение заказчиком;Планирование интервью;143.9926887066067
540;3;Планирование интервью;Отклонен;325.9248569442608
541;1;Новый;Рассмотрение рекрутером;330.7930722498375
541;2;Рассмотрение рекрутером;Резерв;2.097247598538016
541;3;Резерв;Рассмотрение рекрутером;6667.101506996356
541;4;Рассмотрение рекрутером;Не выходит на связь;2.996902704640803
541;5;Не выходит на связь;Резерв;521.1837102001612
541;6;Резерв;Не выходит на связь;7317.673974812106
541;7;Не выходит на связь;Готов к переводу;349.5253090105863
541;8;Готов к переводу;Отклонен;87.7176998367201
542;1;Новый;Рассмотрение рекрутером;626.4245788265114
542;2;Рассмотрение рекрутером;Рассмотрение заказчиком;1.822469372147076
542;3;Рассмотрение заказчиком;Планирование интервью;124.606207517643
542;4;Планирование интервью;Интервью;205.9520960007583
542;5;Интервью;Интервью;0.8602351390131635
542;6;Интервью;Интервью;1.060020177222641
542;7;Интервью;Заполнение анкеты;1.579218187258341
542;8;Заполнение анкеты;Проверка;239.4188346662261
542;9;Проверка;Решение о найме;726.2063713849169
542;10;Решение о найме;Согласование офера в компании;68.38451299286405
542;11;Согласование офера в компании;Готов к оформлению;317.3723016695411
542;12;Готов к оформлению;Оформление;80.54386099719778
542;13;Оформление;Оформлен;5.378081696146259
543;1;Новый;Рассмотрение заказчиком;72.73616907968629
543;2;Рассмотрение заказчиком;Оценка кандидата;211.3486489586324
543;3;Оценка кандидата;Отклонен;711.2249045488595
544;1;Новый;Рассмотрение рекрутером;96.81275043427756
544;2;Рассмотрение рекрутером;Готов к переводу;3.482109169312284
544;3;Готов к переводу;Отклонен;252.7044239154142
545;1;Новый;Рассмотрение заказчиком;615.3494803983311
545;2;Рассмотрение заказчиком;Интервью;13.66484704809308
545;3;Интервью;Заполнение анкеты;0.9795481529523682
545;4;Заполнение анкеты;Заполнение анкеты;180.1894821832484
545;5;Заполнение анкеты;Заполнение анкеты;252.887355320652
545;6;Заполнение анкеты;Проверка;172.4998711762328
545;7;Проверка;Решение о найме;707.1025490347356
545;8;Решение о найме;Согласование офера в компании;38.10902161688862
545;9;Согласование офера в компании;Готов к оформлению;218.3107568055042
545;10;Готов к оформлению;Оформление;42.28162188234123
545;11;Оформление;Оформлен;2.000058434822281
546;1;Новый;Рассмотрение заказчиком;383.4273054730903
546;2;Рассмотрение заказчиком;Планирование интервью;72.7115298195363
546;3;Планирование интервью;Интервью;46.06267219784401
546;4;Интервью;Планирование интервью;1.899844619908789
546;5;Планирование интервью;Отклонен;110.8239010841099
547;1;Новый;Рассмотрение рекрутером;461.3520449015467
547;2;Рассмотрение рекрутером;Рассмотрение заказчиком;2.058262684235611
547;3;Рассмотрение заказчиком;Интервью;57.7885887457394
547;4;Интервью;Интервью;1.437711980355715
547;5;Интервью;Планирование интервью;1.066902781303879
547;6;Планирование интервью;Отклонен;20.1082158469079
548;1;Новый;Рассмотрение заказчиком;366.6986031365838
548;2;Рассмотрение заказчиком;Отклонен;257.2804491159611
549;1;Новый;Рассмотрение рекрутером;331.3202664412809
549;2;Рассмотрение рекрутером;Планирование интервью;2.727533831898373
549;3;Планирование интервью;Интервью;367.8728850648375
549;4;Интервью;Интервью;1.364485829311231
549;5;Интервью;Заполнение анкеты;0.9829730416644392
549;6;Заполнение анкеты;Заполнение анкеты;286.0894304068871
549;7;Заполнение анкеты;Заполнение анкеты;279.7404512341469
549;8;Заполнение анкеты;Проверка;61.34370208673128
549;9;Проверка;Решение о найме;120.3628411094102
549;10;Решение о найме;Согласование офера в компании;163.1155464714579
549;11;Согласование офера в компании;Готов к оформлению;183.8098093244413
549;12;Готов к оформлению;Оформление;6.787447029008677
549;13;Оформление;Оформлен;5.597019418218857
550;1;Новый;Рассмотрение заказчиком;508.6442843364804
550;2;Рассмотрение заказчиком;Планирование интервью;330.9167908419849
550;3;Планирование интервью;Интервью;678.0556746561778
550;4;Интервью;Интервью;1.417498726454824
550;5;Интервью;Планирование интервью;1.717524819912212
550;6;Планирование интервью;Интервью;22.20686248421964
550;7;Интервью;Заполнение анкеты;1.406484836888102
550;8;Заполнение анкеты;Заполнение анкеты;63.05997475458395
550;9;Заполнение анкеты;Заполнение анкеты;127.5651178392682
550;10;Заполнение анкеты;Проверка;289.7264581344068
550;11;Проверка;Решение о найме;147.8723979500861
550;12;Решение о найме;Согласование офера в компании;6.075822829628788
550;13;Согласование офера в компании;Готов к оформлению;107.744957910483
550;14;Готов к оформлению;Оформление;93.66599725613948
550;15;Оформление;Оформлен;7.610914927607292
551;1;Новый;Рассмотрение рекрутером;107.5238787726917
551;2;Рассмотрение рекрутером;Планирование интервью;2.949083968027719
551;3;Планирование интервью;Отклонен;13.1151328281383
552;1;Новый;Рассмотрение заказчиком;663.8752544274363
552;2;Рассмотрение заказчиком;Оценка кандидата;465.3707553740286
552;3;Оценка кандидата;Отклонен;177.8445816781743
553;1;Новый;Рассмотрение рекрутером;130.8929335158275
553;2;Рассмотрение рекрутером;Рассмотрение заказчиком;2.093038880774506
553;3;Рассмотрение заказчиком;Отклонен;453.7975210003413
554;1;Новый;Рассмотрение рекрутером;272.6813142295218
554;2;Рассмотрение рекрутером;Планирование интервью;3.849635155635578
554;3;Планирование интервью;Отклонен;140.6368471972097
555;1;Новый;Рассмотрение заказчиком;75.37886588824672
555;2;Рассмотрение заказчиком;Оценка кандидата;617.5218666071645
555;3;Оценка кандидата;Отклонен;60.60729548933777
556;1;Новый;Рассмотрение рекрутером;98.99034007351733
556;2;Рассмотрение рекрутером;Планирование интервью;1.262775490117744
556;3;Планирование интервью;Интервью;44.8471138699706
556;4;Интервью;Интервью;1.137259120754542
556;5;Интервью;Планирование интервью;1.79986154791007
556;6;Планирование интервью;Отклонен;84.31150725018365
557;1;Новый;Рассмотрение заказчиком;298.0262506866663
557;2;Рассмотрение заказчиком;Планирование интервью;533.7813266110585
557;3;Планирование интервью;Интервью;472.4064972579044
557;4;Интервью;Заполнение анкеты;1.159814008386965
557;5;Заполнение анкеты;Заполнение анкеты;212.9280116846291
557;6;Заполнение анкеты;Заполнение анкеты;236.7793081641373
557;7;Заполнение анкеты;Заполнение анкеты;297.296604632439
557;8;Заполнение анкеты;Проверка;73.4977668097248
557;9;Проверка;Решение о найме;412.6218271892939
557;10;Решение о найме;Согласование офера в компании;1.753427733857215
557;11;Согласование офера в компании;Готов к оформлению;278.2979699410012
557;12;Готов к оформлению;Оформление;63.11656056019213
557;13;Оформление;Оформлен;5.007688317916829
558;1;Новый;Рассмотрение рекрутером;478.0279562835615
558;2;Рассмотрение рекрутером;Не выходит на связь;1.380853990924455
558;3;Не выходит на связь;Отклонен;230.2145604861317
559;1;Новый;Рассмотрение рекрутером;360.4121397846837
559;2;Рассмотрение рекрутером;Не выходит на связь;2.882517583401587
559;3;Не выходит на связь;Отклонен;612.5520448939626
560;1;Новый;Рассмотрение заказчиком;575.6144100708729
560;2;Рассмотрение заказчиком;Оценка кандидата;214.18886620807
560;3;Оценка кандидата;Отклонен;560.392433433662
561;1;Новый;Рассмотрение рекрутером;671.0124232616915
561;2;Рассмотрение рекрутером;Планирование интервью;3.670081963118616
561;3;Планирование интервью;Отклонен;298.0306577934398
562;1;Новый;Рассмотрение рекрутером;151.8986039413477
562;2;Рассмотрение рекрутером;Рассмотрение заказчиком;2.614316145904306
562;3;Рассмотрение заказчиком;Интервью;174.0795388344568
562;4;Интервью;Заполнение анкеты;1.024143001420183
562;5;Заполнение анкеты;Проверка;186.8974282507096
562;6;Проверка;Решение о найме;393.5819504904424
562;7;Решение о найме;Согласование офера в компании;27.00454237664494
562;8;Согласование офера в компании;Готов к оформлению;265.7780195790872
562;9;Готов к оформлению;Оформление;83.92271587530732
562;10;Оформление;Оформлен;4.50666424516041
563;1;Новый;Рассмотрение рекрутером;275.7586846861506
563;2;Рассмотрение рекрутером;Самоотказ;1.218568668850195
563;3;Самоотказ;Отклонен;277.5025974038485
564;1;Новый;Рассмотрение заказчиком;268.3746573867065
564;2;Рассмотрение заказчиком;Оценка кандидата;315.1415245117663
564;3;Оценка кандидата;Отклонен;129.551059009257
565;1;Новый;Рассмотрение рекрутером;412.3974239202139
565;2;Рассмотрение рекрутером;Самоотказ;3.676877957038129
565;3;Самоотказ;Отклонен;273.2705381727869
566;1;Новый;Рассмотрение заказчиком;112.5111625901658
566;2;Рассмотрение заказчиком;Планирование интервью;493.7578150027497
566;3;Планирование интервью;Интервью;529.4123345271944
566;4;Интервью;Заполнение анкеты;1.355215986465318
566;5;Заполнение анкеты;Проверка;302.0839671353626
566;6;Проверка;Решение о найме;173.9326816676646
566;7;Решение о найме;Согласование офера в компании;153.8919597956052
566;8;Согласование офера в компании;Готов к оформлению;334.1997832922847
566;9;Готов к оформлению;Оформление;97.24706653749871
566;10;Оформление;Оформлен;7.888472544881454
567;1;Новый;Рассмотрение рекрутером;356.1358055329043
567;2;Рассмотрение рекрутером;Планирование интервью;2.831823494491699
567;3;Планирование интервью;Интервью;503.9074545521524
567;4;Интервью;Интервью;0.7192385340630439
567;5;Интервью;Планирование интервью;1.225026051236322
567;6;Планирование интервью;Интервью;467.1338182631632
567;7;Интервью;Планирование интервью;1.542878833488453
567;8;Планирование интервью;Отклонен;568.6310693370092
568;1;Новый;Рассмотрение заказчиком;81.18534316379757
568;2;Рассмотрение заказчиком;Планирование интервью;520.1899471031952
568;3;Планирование интервью;Интервью;248.5194496901398
568;4;Интервью;Интервью;1.591002393612097
568;5;Интервью;Заполнение анкеты;1.262803468695337
568;6;Заполнение анкеты;Проверка;204.8382964440995
568;7;Проверка;Решение о найме;415.1292074296445
568;8;Решение о найме;Согласование офера в компании;91.73926549559499
568;9;Согласование офера в компании;Готов к оформлению;264.9076047053234
568;10;Готов к оформлению;Оформление;15.80076706090821
568;11;Оформление;Оформлен;5.565046519769495
569;1;Новый;Рассмотрение заказчиком;600.3396521338351
569;2;Рассмотрение заказчиком;Отклонен;261.80275864595
570;1;Новый;Рассмотрение заказчиком;359.1047565258617
570;2;Рассмотрение заказчиком;Оценка кандидата;360.3517517399474
570;3;Оценка кандидата;Отклонен;133.1778174264317
571;1;Новый;Рассмотрение рекрутером;177.1261805346746
571;2;Рассмотрение рекрутером;Самоотказ;3.700437559208187
571;3;Самоотказ;Отклонен;193.2573073478268
572;1;Новый;Рассмотрение заказчиком;626.4121631208753
572;2;Рассмотрение заказчиком;Интервью;315.3444767030773
572;3;Интервью;Интервью;1.74872792216241
572;4;Интервью;Интервью;0.5930122729029805
572;5;Интервью;Планирование интервью;1.195467365452165
572;6;Планирование интервью;Отклонен;38.75561253860145
573;1;Новый;Рассмотрение рекрутером;121.1473672942283
573;2;Рассмотрение рекрутером;Планирование интервью;1.431692052093264
573;3;Планирование интервью;Интервью;370.6369513564959
573;4;Интервью;Интервью;1.301459990884573
573;5;Интервью;Интервью;0.9365468895369073
573;6;Интервью;Заполнение анкеты;1.485929909235947
573;7;Заполнение анкеты;Проверка;250.2970276964973
573;8;Проверка;Решение о найме;164.6050166694609
573;9;Решение о найме;Согласование офера в компании;1.880449764873886
573;10;Согласование офера в компании;Готов к оформлению;177.4854225308892
573;11;Готов к оформлению;Оформление;75.76329467130275
573;12;Оформление;Оформлен;1.949241066483101
574;1;Новый;Рассмотрение рекрутером;526.7138097501892
574;2;Рассмотрение рекрутером;Отклонен;1.302760112118887
575;1;Новый;Рассмотрение заказчиком;16.83759258422792
575;2;Рассмотрение заказчиком;Интервью;249.6830986626731
575;3;Интервью;Интервью;1.187467482412676
575;4;Интервью;Интервью;0.5935473355225883
575;5;Интервью;Планирование интервью;0.982266645075579
575;6;Планирование интервью;Интервью;705.8013063666601
575;7;Интервью;Интервью;1.188495631653647
575;8;Интервью;Интервью;1.531769563144711
575;9;Интервью;Заполнение анкеты;1.684068641328059
575;10;Заполнение анкеты;Заполнение анкеты;162.9807919644369
575;11;Заполнение анкеты;Заполнение анкеты;277.307645451412
575;12;Заполнение анкеты;Заполнение анкеты;25.72294617021668
575;13;Заполнение анкеты;Заполнение анкеты;112.7894283483842
575;14;Заполнение анкеты;Заполнение анкеты;51.212252572548
575;15;Заполнение анкеты;Заполнение анкеты;221.9612480642645
575;16;Заполнение анкеты;Заполнение анкеты;95.4148709309173
575;17;Заполнение анкеты;Проверка;115.0216627205548
575;18;Проверка;Решение о найме;690.9826788215526
575;19;Решение о найме;Согласование офера в компании;75.9445763029392
575;20;Согласование офера в компании;Готов к оформлению;4.059939861832017
575;21;Готов к оформлению;Оформление;107.48180504876
575;22;Оформление;Оформлен;3.286304139289152
576;1;Новый;Рассмотрение заказчиком;712.3056642564187
576;2;Рассмотрение заказчиком;Интервью;487.6691345813576
576;3;Интервью;Заполнение анкеты;1.506655985796303
576;4;Заполнение анкеты;Заполнение анкеты;294.2162246070777
576;5;Заполнение анкеты;Заполнение анкеты;266.7505539183621
576;6;Заполнение анкеты;Заполнение анкеты;268.576729265108
576;7;Заполнение анкеты;Проверка;179.6253304770336
576;8;Проверка;Решение о найме;644.4701030248041
576;9;Решение о найме;Согласование офера в компании;114.5732844587561
576;10;Согласование офера в компании;Готов к оформлению;135.9093481698723
576;11;Готов к оформлению;Оформление;141.7926833227284
576;12;Оформление;Оформлен;3.694027316804276
577;1;Новый;Рассмотрение заказчиком;243.4138215268473
577;2;Рассмотрение заказчиком;Оценка кандидата;655.2633504037022
577;3;Оценка кандидата;Отклонен;559.1906209759103
578;1;Новый;Рассмотрение заказчиком;726.2321573857811
578;2;Рассмотрение заказчиком;Интервью;592.1186708680385
578;3;Интервью;Интервью;0.8920400174492541
578;4;Интервью;Интервью;1.487096417712768
578;5;Интервью;Заполнение анкеты;1.682637114036674
578;6;Заполнение анкеты;Проверка;325.6326744190472
578;7;Проверка;Решение о найме;466.9802771650754
578;8;Решение о найме;Согласование офера в компании;160.7459245322602
578;9;Согласование офера в компании;Готов к оформлению;185.8820317285367
578;10;Готов к оформлению;Оформление;122.4208745648159
578;11;Оформление;Оформлен;2.369057127367618
579;1;Новый;Рассмотрение заказчиком;559.1792816214127
579;2;Рассмотрение заказчиком;Оценка кандидата;275.9732517845093
579;3;Оценка кандидата;Отклонен;276.5721483919074
580;1;Новый;Рассмотрение рекрутером;494.8549748137197
580;2;Рассмотрение рекрутером;Планирование интервью;3.53098709773348
580;3;Планирование интервью;Интервью;652.068167027624
580;4;Интервью;Интервью;1.864540909467352
580;5;Интервью;Интервью;1.755061756751297
580;6;Интервью;Интервью;1.345290169608552
580;7;Интервью;Заполнение анкеты;1.676320012742034
580;8;Заполнение анкеты;Проверка;216.5583326386717
580;9;Проверка;Решение о найме;412.9783612022227
580;10;Решение о найме;Согласование офера в компании;57.54434569435894
580;11;Согласование офера в компании;Готов к оформлению;99.91123190375943
580;12;Готов к оформлению;Оформление;35.43313221215855
580;13;Оформление;Оформлен;4.671993001282211
581;1;Новый;Рассмотрение рекрутером;688.2108390730224
581;2;Рассмотрение рекрутером;Планирование интервью;3.886432975628306
581;3;Планирование интервью;Интервью;72.46228770049423
581;4;Интервью;Заполнение анкеты;1.733233189856971
581;5;Заполнение анкеты;Проверка;332.6145699196266
581;6;Проверка;Решение о найме;394.3735082729412
581;7;Решение о найме;Согласование офера в компании;17.62883881966902
581;8;Согласование офера в компании;Готов к оформлению;10.41017373087556
581;9;Готов к оформлению;Оформление;118.1071386838854
581;10;Оформление;Оформлен;2.537022109371319
582;1;Новый;Рассмотрение заказчиком;231.9867908489612
582;2;Рассмотрение заказчиком;Оценка кандидата;478.0393382388361
582;3;Оценка кандидата;Отклонен;703.0935296730934
583;1;Новый;Рассмотрение заказчиком;456.723863606366
583;2;Рассмотрение заказчиком;Оценка кандидата;576.496413151189
583;3;Оценка кандидата;Отклонен;461.4668638877821
584;1;Новый;Рассмотрение рекрутером;488.722169325975
584;2;Рассмотрение рекрутером;Не выходит на связь;2.782175377716799
584;3;Не выходит на связь;Самоотказ;505.59666585959
584;4;Самоотказ;Отклонен;204.8317472675342
585;1;Новый;Рассмотрение заказчиком;153.1153871140675
585;2;Рассмотрение заказчиком;Интервью;30.74708692525149
585;3;Интервью;Планирование интервью;1.851019506428341
585;4;Планирование интервью;Интервью;19.21079935260303
585;5;Интервью;Интервью;1.463005576753189
585;6;Интервью;Планирование интервью;1.235334325393
585;7;Планирование интервью;Интервью;604.7878951686284
585;8;Интервью;Интервью;0.5105035813224488
585;9;Интервью;Интервью;1.337920708387198
585;10;Интервью;Интервью;1.064452960566234
585;11;Интервью;Интервью;0.8446868918929178
585;12;Интервью;Интервью;1.761947720901559
585;13;Интервью;Интервью;1.106850340315588
585;14;Интервью;Планирование интервью;1.001445083551614
585;15;Планирование интервью;Интервью;201.6864757236374
585;16;Интервью;Заполнение анкеты;1.201233432036513
585;17;Заполнение анкеты;Проверка;179.858430155938
585;18;Проверка;Решение о найме;559.9173657657884
585;19;Решение о найме;Согласование офера в компании;78.69433513806098
585;20;Согласование офера в компании;Готов к оформлению;35.68457355222534
585;21;Готов к оформлению;Оформление;33.98731428016036
585;22;Оформление;Оформлен;4.573766164974774
586;1;Новый;Рассмотрение рекрутером;20.45506161223014
586;2;Рассмотрение рекрутером;Отклонен;1.427173262960096
587;1;Новый;Рассмотрение рекрутером;32.00557870995576
587;2;Рассмотрение рекрутером;Оценка кандидата;2.360503126025983
587;3;Оценка кандидата;Отклонен;672.3307922809206
588;1;Новый;Рассмотрение заказчиком;660.8746265805996
588;2;Рассмотрение заказчиком;Планирование интервью;13.82911684968399
588;3;Планирование интервью;Интервью;641.2727630834157
588;4;Интервью;Интервью;1.553258023838573
588;5;Интервью;Заполнение анкеты;1.254496857936638
588;6;Заполнение анкеты;Проверка;206.1042389772006
588;7;Проверка;Решение о найме;484.442877751627
588;8;Решение о найме;Согласование офера в компании;102.013423802444
588;9;Согласование офера в компании;Готов к оформлению;182.1132973906928
588;10;Готов к оформлению;Оформление;105.9915633691447
588;11;Оформление;Оформлен;6.337183957267101
589;1;Новый;Рассмотрение заказчиком;177.0247536474772
589;2;Рассмотрение заказчиком;Отклонен;163.6582691639569
590;1;Новый;Рассмотрение заказчиком;333.2917860604928
590;2;Рассмотрение заказчиком;Планирование интервью;98.19554559565687
590;3;Планирование интервью;Интервью;33.24196274910565
590;4;Интервью;Интервью;1.812187364684766
590;5;Интервью;Интервью;0.5057085265329058
590;6;Интервью;Планирование интервью;1.916534051744629
590;7;Планирование интервью;Отклонен;348.0385427925568
591;1;Новый;Рассмотрение рекрутером;143.9352028198868
591;2;Рассмотрение рекрутером;Готов к переводу;3.515240051657952
591;3;Готов к переводу;Оформлен;259.0012056346308
592;1;Новый;Рассмотрение рекрутером;99.64726757517059
592;2;Рассмотрение рекрутером;Готов к переводу;1.78393361400067
592;3;Готов к переводу;Отклонен;141.7776849288661
593;1;Новый;Рассмотрение рекрутером;366.0815192870441
593;2;Рассмотрение рекрутером;Оценка кандидата;2.883158076133484
593;3;Оценка кандидата;Отклонен;39.19454731335001
594;1;Новый;Рассмотрение заказчиком;509.4459870864954
594;2;Рассмотрение заказчиком;Оценка кандидата;454.9196645694327
594;3;Оценка кандидата;Отклонен;264.8182641300479
595;1;Новый;Рассмотрение заказчиком;496.0997230583489
595;2;Рассмотрение заказчиком;Планирование интервью;513.1280966548306
595;3;Планирование интервью;Интервью;349.4793837448062
595;4;Интервью;Планирование интервью;0.6473732818811514
595;5;Планирование интервью;Интервью;116.6461658146318
595;6;Интервью;Интервью;1.180204388312894
595;7;Интервью;Интервью;1.2386477071002
595;8;Интервью;Интервью;1.476127132701571
595;9;Интервью;Интервью;1.167623252011607
595;10;Интервью;Заполнение анкеты;1.573468208931722
595;11;Заполнение анкеты;Проверка;210.5890371193878
595;12;Проверка;Решение о найме;592.5936211436479
595;13;Решение о найме;Согласование офера в компании;166.8329350762862
595;14;Согласование офера в компании;Готов к оформлению;162.5560106232238
595;15;Готов к оформлению;Оформление;141.1923852126575
595;16;Оформление;Оформлен;4.399614659244204
596;1;Новый;Рассмотрение заказчиком;584.4730623326244
596;2;Рассмотрение заказчиком;Оценка кандидата;199.6424990313246
596;3;Оценка кандидата;Отклонен;590.1337360504434
597;1;Новый;Рассмотрение рекрутером;720.0534186228783
597;2;Рассмотрение рекрутером;Рассмотрение заказчиком;1.412070926923006
597;3;Рассмотрение заказчиком;Оценка кандидата;460.6322385105821
597;4;Оценка кандидата;Отклонен;580.9111926958299
598;1;Новый;Рассмотрение заказчиком;544.9471356726924
598;2;Рассмотрение заказчиком;Интервью;641.205909032391
598;3;Интервью;Интервью;1.974006235820051
598;4;Интервью;Интервью;1.999805057370113
598;5;Интервью;Планирование интервью;0.603737844444107
598;6;Планирование интервью;Отклонен;531.0191509799687
599;1;Новый;Рассмотрение рекрутером;345.5798793799291
599;2;Рассмотрение рекрутером;Рассмотрение заказчиком;2.101214554859849
599;3;Рассмотрение заказчиком;Планирование интервью;415.9241948247159
599;4;Планирование интервью;Отклонен;145.4326384451034
600;1;Новый;Рассмотрение заказчиком;656.08766633629
600;2;Рассмотрение заказчиком;Интервью;65.35978471463997
600;3;Интервью;Планирование интервью;1.04417067955611
600;4;Планирование интервью;Интервью;238.1304091710036
600;5;Интервью;Заполнение анкеты;0.88841755288616
600;6;Заполнение анкеты;Заполнение анкеты;307.5315439139435
600;7;Заполнение анкеты;Проверка;219.7348717633726
600;8;Проверка;Решение о найме;448.0906989525021
600;9;Решение о найме;Согласование офера в компании;20.86793381135861
600;10;Согласование офера в компании;Готов к оформлению;61.65112010144543
600;11;Готов к оформлению;Оформление;22.1658273908347
600;12;Оформление;Оформлен;2.094046627030048
601;1;Новый;Рассмотрение рекрутером;648.6370460261473
601;2;Рассмотрение рекрутером;Планирование интервью;3.793275872214687
601;3;Планирование интервью;Отклонен;379.3432666616788
602;1;Новый;Рассмотрение заказчиком;589.8562728912268
602;2;Рассмотрение заказчиком;Интервью;36.63211220553271
602;3;Интервью;Заполнение анкеты;1.26774048366352
602;4;Заполнение анкеты;Проверка;69.40381480279642
602;5;Проверка;Решение о найме;318.8921687456857
602;6;Решение о найме;Согласование офера в компании;142.8668536632142
602;7;Согласование офера в компании;Готов к оформлению;195.0294293509157
602;8;Готов к оформлению;Оформление;77.96374923369146
602;9;Оформление;Оформлен;6.43984690349752
603;1;Новый;Рассмотрение рекрутером;487.4409722382312
603;2;Рассмотрение рекрутером;Не выходит на связь;1.00361617794383
603;3;Не выходит на связь;Готов к переводу;246.8274244411541
603;4;Готов к переводу;Оформлен;95.40209531903501
604;1;Новый;Рассмотрение рекрутером;38.04299329472646
604;2;Рассмотрение рекрутером;Резерв;3.327684640424357
604;3;Резерв;Рассмотрение рекрутером;1286.676129709622
604;4;Рассмотрение рекрутером;Планирование интервью;1.385500952495593
604;5;Планирование интервью;Интервью;101.2503629782543
604;6;Интервью;Интервью;0.6773948334675066
604;7;Интервью;Интервью;1.319722602975382
604;8;Интервью;Планирование интервью;1.764964131156287
604;9;Планирование интервью;Интервью;158.7088350327831
604;10;Интервью;Интервью;1.663506943320214
604;11;Интервью;Заполнение анкеты;0.7273579243181902
604;12;Заполнение анкеты;Заполнение анкеты;284.2452745522598
604;13;Заполнение анкеты;Проверка;265.9593222676218
604;14;Проверка;Решение о найме;402.3547572485509
604;15;Решение о найме;Согласование офера в компании;69.7021137240003
604;16;Согласование офера в компании;Готов к оформлению;143.1124264341106
604;17;Готов к оформлению;Оформление;151.4640608561088
604;18;Оформление;Оформлен;1.575327960493605
605;1;Новый;Рассмотрение заказчиком;660.9213609790792
605;2;Рассмотрение заказчиком;Интервью;615.9823176977437
605;3;Интервью;Интервью;1.907800945440568
605;4;Интервью;Заполнение анкеты;1.18560116285349
605;5;Заполнение анкеты;Заполнение анкеты;3.363240018495142
605;6;Заполнение анкеты;Проверка;268.1541245692504
605;7;Проверка;Решение о найме;408.5418715437532
605;8;Решение о найме;Согласование офера в компании;157.7261105093728
605;9;Согласование офера в компании;Готов к оформлению;103.8391647599833
605;10;Готов к оформлению;Оформление;62.44188154790674
605;11;Оформление;Оформлен;4.213517154653855
606;1;Новый;Рассмотрение заказчиком;3.933026804965705
606;2;Рассмотрение заказчиком;Планирование интервью;382.0711013706339
606;3;Планирование интервью;Интервью;70.19925690002488
606;4;Интервью;Планирование интервью;1.595581132745791
606;5;Планирование интервью;Интервью;275.1511954878688
606;6;Интервью;Заполнение анкеты;1.160236719588045
606;7;Заполнение анкеты;Заполнение анкеты;306.9279362194813
606;8;Заполнение анкеты;Проверка;272.4466306338784
606;9;Проверка;Решение о найме;381.3697145282405
606;10;Решение о найме;Согласование офера в компании;71.18180408949107
606;11;Согласование офера в компании;Готов к оформлению;134.0304052641659
606;12;Готов к оформлению;Оформление;120.0282947611851
606;13;Оформление;Оформлен;7.505949313086445
607;1;Новый;Рассмотрение заказчиком;406.9571205904589
607;2;Рассмотрение заказчиком;Оценка кандидата;334.7757518157852
607;3;Оценка кандидата;Отклонен;273.5540185887926
608;1;Новый;Рассмотрение заказчиком;637.6828736760109
608;2;Рассмотрение заказчиком;Оценка кандидата;183.6177649121979
608;3;Оценка кандидата;Отклонен;103.6059761377356
609;1;Новый;Рассмотрение рекрутером;330.4902638360101
609;2;Рассмотрение рекрутером;Планирование интервью;2.605696651576158
609;3;Планирование интервью;Отклонен;478.2348211499113
610;1;Новый;Рассмотрение рекрутером;293.9650912816522
610;2;Рассмотрение рекрутером;Рассмотрение заказчиком;3.488051673695302
610;3;Рассмотрение заказчиком;Оценка кандидата;333.4937948722279
610;4;Оценка кандидата;Отклонен;246.6666857328094
611;1;Новый;Рассмотрение рекрутером;70.6238602880925
611;2;Рассмотрение рекрутером;Планирование интервью;2.879528525639117
611;3;Планирование интервью;Интервью;629.6431428435346
611;4;Интервью;Заполнение анкеты;0.6805145812082772
611;5;Заполнение анкеты;Проверка;194.7822445943625
611;6;Проверка;Решение о найме;616.9299671833446
611;7;Решение о найме;Согласование офера в компании;51.98666631999679
611;8;Согласование офера в компании;Готов к оформлению;295.7957696089158
611;9;Готов к оформлению;Оформление;22.39190161343961
611;10;Оформление;Оформлен;1.197023697589508
612;1;Новый;Рассмотрение заказчиком;676.6337346821072
612;2;Рассмотрение заказчиком;Оценка кандидата;488.8179487045523
612;3;Оценка кандидата;Отклонен;29.82032284814208
613;1;Новый;Рассмотрение заказчиком;536.6333268145806
613;2;Рассмотрение заказчиком;Планирование интервью;611.6580364699574
613;3;Планирование интервью;Интервью;657.5333433761691
613;4;Интервью;Интервью;0.9178326993315378
613;5;Интервью;Интервью;0.8327967075330396
613;6;Интервью;Заполнение анкеты;0.6686555728305643
613;7;Заполнение анкеты;Проверка;250.7034741840666
613;8;Проверка;Решение о найме;182.0315384016928
613;9;Решение о найме;Согласование офера в компании;94.69760355689954
